Open,Close,High,Low,Volume
436.09,436.83,437.23,435.98,530.64421529
436.7,437.22,437.22,436.7,595.78935467
436.89,437.59,437.89,436.89,330.59020087
437.7,439.15,439.41,437.0,1189.19966423
439.32,437.44,440.0,437.44,538.56063955
438.05,437.71,438.5,437.44,120.43476665
437.8,438.66,439.5,437.62,298.38455277
438.68,439.49,439.99,437.8,718.89973727
439.49,440.99,441.3,439.47,297.78187323
441.29,439.01,441.29,438.81,308.73239383
439.01,437.81,439.01,437.25,422.28399483
437.7,439.16,439.16,437.46,513.66278653
438.42,438.5,439.5,438.39,342.78015189999996
438.43,439.81,440.38,438.01,617.93661003
439.4,438.16,439.4,438.01,666.91587593
438.16,436.49,438.88,436.24,987.01485464
437.05,436.98,437.44,436.27,466.62434442
437.08,436.15,437.5,436.15,600.54566128
436.16,437.09,437.29,436.11,483.16928891
437.08,435.93,437.18,435.75,1273.00419894
435.93,435.54,436.2,435.54,464.58290531
435.51,437.8,438.53,434.98,2160.70165338
437.8,437.0,437.94,436.95,792.65391146
437.33,436.82,437.6,436.82,1226.17570667
436.82,435.39,436.89,435.0,1809.86207523
435.39,435.49,436.47,434.0,3825.61234214
435.31,436.21,436.43,435.16,481.01157687
436.2,437.33,437.79,436.2,1323.81215561
437.69,440.68,441.24,437.69,3723.06835726
440.84,441.38,441.49,439.41,1018.8638525
441.38,443.02,443.73,441.38,2051.96149854
443.0,441.0,444.21,440.69,4043.11821866
440.99,440.98,441.02,440.27,1838.97936282
440.98,441.0,441.48,439.37,1987.54832862
441.0,441.0,441.0,440.98,973.39559886
441.0,441.0,441.1,440.97,2478.64581567
441.0,439.99,441.0,439.99,1620.41209157
440.0,440.0,440.41,439.99,1882.38625741
440.0,439.76,440.0,439.74,1164.54902986
440.0,439.0,440.0,435.01,1703.95501152
438.99,435.97,439.0,435.84,1972.10168038
435.85,435.89,436.0,435.43,1594.6892563
435.63,434.41,435.9,434.09,2146.40064087
434.75,434.44,435.0,434.0,583.82946223
434.37,432.94,434.5,426.13,8378.31793056
433.0,432.99,433.0,431.72,2229.78248743
432.99,431.0,433.0,430.97,3989.65584734
431.0,425.0,431.0,423.0,7656.32413857
425.0,422.39,426.41,418.83,7891.41730347
422.56,423.04,425.0,419.97,4426.02125432
423.59,419.16,423.62,419.15,2668.71525839
419.17,418.69,419.51,415.0,6761.3904867
418.08,420.0,422.0,416.97,7263.11828479
419.91,423.04,424.76,419.9,1007.38598348
423.05,423.86,424.7,422.11,1106.57150909
423.86,427.18,427.58,423.86,1089.36973861
427.05,427.43,429.32,426.47,1662.60378871
427.43,426.13,428.45,424.84,787.90922836
426.93,426.0,428.15,424.65,1228.7608398
426.14,425.0,427.0,423.71,577.1929244
425.0,426.92,426.93,423.76,771.50844349
426.93,429.0,430.0,426.92,2153.99199883
428.57,425.55,429.38,424.17,677.82737095
424.52,428.0,428.51,424.51,1625.58646906
428.01,429.91,430.0,428.0,1951.96853336
429.88,430.92,431.0,428.0,1498.87746677
430.93,429.44,431.0,428.58,1428.99259321
429.04,428.72,430.76,428.0,937.86498104
428.91,430.4,430.4,428.7,1245.72200158
430.4,431.0,431.0,430.34,1588.47892336
431.0,431.16,431.17,430.0,2568.10991768
431.16,430.54,431.17,428.38,2592.49990092
430.55,429.93,431.42,428.45,1725.19970591
429.94,431.37,431.42,429.94,639.37280895
431.38,431.11,431.63,429.17,1515.30625117
430.92,428.76,431.29,428.67,843.52507074
428.77,431.21,431.63,428.73,618.40685882
431.61,431.63,431.63,430.61,518.97306374
431.5,430.99,431.63,430.27,704.86484269
431.0,431.58,431.63,430.93,513.38237464
431.59,432.24,432.24,431.59,3695.54215764
432.24,432.36,432.46,431.18,1940.08343357
432.35,430.9,432.85,429.56,1524.13500346
430.89,431.44,431.45,430.0,539.43780748
431.44,432.66,432.67,431.4,622.84060821
432.65,432.56,432.79,431.62,916.70074204
432.68,432.85,432.85,430.98,1244.48276775
432.85,432.0,432.85,431.03,305.81873562
431.46,431.78,432.85,431.46,408.5290405
431.76,432.84,432.85,431.63,300.71349412
432.84,431.96,433.0,431.58,474.16605749
431.58,430.92,432.05,430.02,675.83065868
430.92,427.91,430.93,427.16,556.33159575
428.0,427.45,428.2,427.45,197.31910247
427.46,427.55,427.97,426.62,876.77723819
427.63,429.0,429.0,427.46,648.33811319
429.0,426.67,429.93,426.6,494.36134812
426.67,426.58,426.79,426.5,858.88906486
426.58,427.76,428.99,426.56,1257.45276704
427.84,425.4,427.95,425.4,894.22736583
425.42,412.77,425.42,411.11,5046.7531367
412.77,418.0,423.0,412.72,4055.1593083000002
418.01,416.82,418.01,414.57,1259.79327963
416.3,417.19,420.86,416.3,1418.74053281
417.2,416.82,418.25,416.17,367.9052034
416.82,416.3,418.24,413.54,1824.36655383
416.53,415.23,416.88,415.0,878.44508124
415.07,415.16,415.65,414.11,1325.96454213
415.16,414.55,415.21,411.51,1976.48972816
414.69,415.74,416.34,414.25,1072.2538673000001
416.34,417.44,418.57,416.34,1002.02201248
417.57,419.61,420.84,417.48,1005.30859043
419.64,420.0,420.4,418.71,707.4301883999999
419.67,417.05,420.0,417.05,701.13203867
417.39,419.01,419.48,416.2,829.28809297
419.09,419.7,420.0,419.0,1055.9618974
419.7,420.33,420.6,418.39,1477.44579025
420.32,421.11,421.58,420.1,1112.36003495
421.1,423.5,424.4,421.1,1656.42180384
423.5,423.43,424.8,423.21,2066.52497913
423.44,423.0,424.46,422.1,1108.48806631
423.1,422.99,423.41,422.53,759.81324768
422.99,422.71,424.24,422.5,753.40219519
422.72,420.21,423.35,420.11,1350.80961592
420.38,420.06,420.5,420.0,596.55932134
420.07,420.46,421.02,420.0,809.09475201
420.17,420.33,420.77,420.0,3594.71444821
420.01,416.37,420.18,416.1,3484.22588656
416.43,417.93,419.0,416.0,900.42857717
417.39,415.73,417.39,414.7,740.60434495
415.04,412.27,416.13,411.07,1278.12549983
412.27,410.72,412.37,410.0,2688.92229259
410.73,407.01,411.0,407.0,2472.13733218
407.04,405.0,407.72,405.0,2265.4034823
405.0,405.1,408.33,405.0,3119.20560497
405.11,403.07,405.62,403.0,3546.86131896
403.07,406.58,408.11,403.0,4997.34340732
406.58,414.08,417.0,405.52,3371.29125571
414.23,412.05,415.02,412.04,1369.58517814
412.04,413.78,415.15,412.04,1633.15728055
413.75,411.75,413.75,409.07,1579.92123679
411.76,414.17,416.71,410.8,2337.48310417
414.23,413.52,415.33,413.49,1077.39908405
413.52,412.74,414.36,411.4,823.00622704
412.08,413.94,413.99,410.53,697.24890353
413.94,416.1,417.07,413.67,1379.87905054
416.1,413.7,418.04,413.68,2153.17763789
414.31,413.71,417.0,413.68,1316.79260346
413.71,413.77,415.8,412.69,1387.69771177
413.7,410.43,413.71,410.38,753.8338289
410.36,408.16,410.38,408.0,960.1481280999999
408.04,407.67,408.6,407.24,1550.98126537
407.67,406.5,408.51,406.01,1543.35772958
406.61,406.06,408.6,405.0,1278.14093267
405.94,405.43,406.3,403.43,1440.24930559
405.33,406.02,406.31,403.7,1618.84688638
405.5,406.5,406.79,404.02,2005.23882684
406.45,409.01,410.06,406.2,2135.64842147
409.0,408.84,409.53,407.08,531.17683103
408.85,412.66,412.69,407.39,1024.86579217
412.64,417.03,417.32,411.36,2695.62149386
415.5,414.96,416.64,412.75,489.84685470000005
414.55,412.96,416.65,411.66,336.64669098
412.94,413.84,415.67,412.9,187.72679667
413.4,411.54,413.82,411.47,594.84209969
412.73,414.08,414.37,412.22,592.76630117
414.08,413.7,414.2,412.68,1212.1504865999998
413.7,410.0,414.11,410.0,1080.17210983
410.0,409.0,410.24,408.0,1049.48030948
409.0,409.0,409.05,409.0,1260.99014933
409.0,410.29,411.42,409.0,682.52561449
411.02,413.92,415.0,411.0,1916.3398144999999
413.78,412.29,413.78,411.24,717.22921314
411.95,415.65,415.99,411.95,646.02837233
415.93,416.35,417.99,415.3,1451.92308657
416.35,421.0,421.0,415.48,1638.28270166
420.99,424.79,425.0,420.9,1449.5035518
424.79,422.01,428.15,421.62,2331.93204253
422.0,420.97,422.95,418.98,816.92650018
420.33,422.15,424.02,419.81,1133.02304017
422.08,416.89,422.08,416.11,1027.66639297
416.14,416.06,418.29,415.31,868.72110108
416.4,419.7,423.98,416.4,647.33416104
419.7,418.83,419.8,416.5,719.24040666
418.6,422.97,423.0,416.76,1049.6669312000001
422.98,423.82,426.0,422.97,889.60153982
424.0,423.93,425.96,422.69,463.26097666
423.92,423.12,423.93,422.69,547.54557199
423.25,423.11,423.39,422.18,284.43655377
423.11,421.34,423.11,421.0,523.92154047
421.73,421.11,421.74,420.72,1263.77902253
421.14,422.78,423.29,421.1,1641.35197299
422.82,424.81,424.81,420.0,2074.45656793
424.59,425.6,428.0,424.59,5215.04185319
425.59,422.48,426.23,422.48,484.21695424
422.49,422.22,422.49,419.99,2110.04779024
422.22,423.92,424.45,422.21,722.4361477000001
424.27,424.7,425.0,423.56,332.00261724
424.89,424.7,425.34,424.7,413.01055965
424.7,424.09,426.0,424.05,675.57164189
424.53,422.49,425.3,422.47,273.66922896
422.62,424.81,424.81,422.44,207.46809055
424.78,424.87,425.0,423.67,212.38982344
424.69,421.99,424.79,421.74,784.51643864
421.99,422.0,422.0,421.4,1099.22872035
422.0,423.21,423.35,421.94,537.97953084
423.34,424.0,424.66,422.37,374.44677263
423.99,424.54,424.54,423.07,405.71859604
423.73,421.95,425.7,421.95,661.21093206
422.39,421.0,422.49,418.6,1004.8857813
420.99,420.5,421.98,420.15,300.07309747
420.67,418.9,421.35,418.52,593.87466323
418.89,419.05,419.05,416.01,906.65498838
418.42,417.58,420.0,416.5,352.93234624
417.57,417.37,418.2,416.15,300.787079
417.41,416.13,419.03,415.44,806.61881248
416.08,417.69,418.26,415.0,986.17291637
417.71,420.02,421.84,416.93,647.93334306
420.02,420.32,421.0,419.51,409.80906686
420.69,420.75,421.67,420.23,129.42062576
420.76,421.07,422.0,420.76,325.23811689
421.16,422.48,422.48,421.16,184.06848087
422.06,422.0,422.72,421.81,409.94670559
421.9,421.42,422.99,419.39,647.91865539
420.79,420.73,421.97,420.12,292.65916139999996
420.76,418.8,421.05,418.25,210.64118392
418.83,418.89,419.76,418.37,384.85469081
418.89,418.76,420.86,418.51,532.80524118
418.51,417.65,418.61,414.66,1391.25829448
417.66,417.28,419.24,416.52,1041.55430463
418.0,417.21,419.06,417.2,993.59022189
417.51,414.98,417.51,413.63,1915.81701578
415.0,413.69,415.54,412.96,1105.83229897
413.69,416.55,416.91,413.61,631.81486534
415.83,416.05,417.24,415.1,802.93990182
415.74,417.09,417.71,415.23,565.97098948
416.04,416.93,417.56,415.67,1194.24617383
416.68,416.09,416.68,415.13,661.33110872
416.06,416.09,416.5,415.0,369.27733538
416.07,415.98,416.08,413.46,875.09007206
415.96,413.67,416.0,413.67,1148.19967469
413.45,413.83,414.91,412.95,1243.98320165
413.84,416.11,416.34,413.6,535.39606159
416.46,417.93,417.93,415.0,383.04095427
417.67,419.36,419.79,417.62,651.56200056
419.7,417.75,419.79,417.73,487.39789446
417.75,418.03,418.75,416.5,307.33318689
417.99,418.5,419.87,417.68,567.67807499
418.5,418.38,418.87,417.51,763.77489772
418.35,416.98,418.58,416.5,720.8841762999999
416.98,414.23,417.28,413.58,819.78664876
413.87,412.93,414.46,412.02,1099.8643044000003
412.93,410.36,414.25,410.2,6492.76296834
410.43,411.38,412.82,410.1,1543.70136061
412.11,409.06,412.13,409.0,855.7406869999999
409.27,409.62,410.0,408.44,1126.78170796
409.61,408.14,411.66,408.0,1411.15792266
408.29,407.79,409.72,407.5,1483.22044974
407.5,407.24,408.0,403.84,2431.92865539
407.26,407.5,408.67,407.26,748.8706622000001
407.54,410.0,410.0,407.5,490.81295059
410.08,408.82,410.88,408.16,600.90985422
408.83,409.49,409.8,407.6,850.84759175
409.47,410.0,410.9,409.0,653.31548685
410.01,408.02,410.01,407.72,731.93763113
408.29,408.39,409.39,407.54,676.86732087
408.38,409.0,409.24,407.54,419.12763832
409.0,407.66,409.26,407.5,845.67852566
407.64,407.0,408.2,407.0,2250.44076649
407.0,401.52,407.0,401.52,3443.10573244
401.52,397.39,401.52,396.23,11631.86590425
397.38,393.17,398.36,393.0,5949.87234659
393.96,396.2,397.65,393.0,1759.10287336
396.21,395.29,397.4,394.5,847.96876824
395.65,395.2,397.31,394.97,965.46062661
395.2,398.22,398.26,395.06,648.93094114
398.22,399.86,400.14,398.2,1458.05588004
399.89,397.22,399.96,397.0,1389.83295622
397.01,394.0,397.69,392.76,2071.36539348
393.99,395.67,396.18,392.0,3436.6639545999997
395.67,396.37,397.73,395.0,1033.15347078
396.73,397.28,399.0,396.0,1196.84488317
397.26,393.38,397.5,392.0,2002.4683735999997
393.4,394.1,397.0,392.0,1805.3316020999998
395.0,391.01,396.23,391.0,1940.0813925
391.01,391.88,394.43,390.0,3036.90692686
391.76,393.95,395.58,391.23,544.54781416
394.98,392.09,395.0,391.2,533.20601238
392.42,390.12,394.0,390.0,2227.22097603
391.34,396.78,396.89,390.38,1845.70778408
396.89,395.42,398.1,393.01,1651.97192489
396.49,399.22,400.79,396.49,3107.72139835
399.22,399.49,400.13,397.88,1483.8403477
399.49,398.94,399.49,396.01,613.55295233
398.65,397.88,400.91,397.0,1225.9088794000002
397.88,402.04,403.0,397.0,1891.75084221
402.04,402.11,402.98,400.1,1313.11158836
402.13,403.6,404.0,402.0,988.67777498
403.61,403.21,404.94,402.0,965.31725733
403.2,404.02,404.86,402.1,1176.51270762
403.41,407.0,409.0,403.0,2522.38514494
407.0,406.06,407.01,405.0,686.2731081000001
406.06,407.65,407.7,405.0,1618.82984147
407.61,407.98,408.34,407.0,950.9633553
407.9,408.53,408.53,407.02,705.63872138
408.01,411.32,412.5,408.0,1032.12804461
411.34,412.29,412.53,410.9,1760.25785428
412.03,414.0,416.0,412.03,3322.55445504
414.05,414.0,416.0,413.5,2311.54847653
414.01,414.97,415.61,413.42,2476.48279178
414.26,412.56,414.72,408.59,1767.12814562
412.87,411.0,413.07,410.27,834.47915231
410.99,411.48,412.88,410.99,636.45004228
411.5,412.91,413.07,411.5,548.88914497
412.92,413.44,413.97,411.52,472.442991
413.48,409.37,414.37,409.29,690.41820162
409.09,410.41,410.93,408.0,778.29730355
410.6,409.19,410.81,408.46,690.82916286
409.48,410.8,413.0,408.63,1116.25040793
410.8,409.96,410.98,408.04,617.4580073
409.91,410.26,411.01,408.24,475.88880502
410.44,409.36,410.46,408.24,750.24561097
409.42,408.62,410.3,408.0,803.5464663
408.8,409.54,410.8,408.8,1508.27945013
409.58,418.28,418.5,409.57,2047.69619833
418.28,417.2,418.39,416.31,1162.26288586
417.19,417.51,417.97,416.2,1305.83117858
417.5,420.0,421.95,417.5,2314.75490553
420.04,417.37,420.97,416.96,1195.14720685
417.42,416.2,417.5,415.07,315.67301837
416.19,416.0,419.0,416.0,1056.63875138
416.0,412.26,416.01,410.9,1250.76486238
412.1,410.15,412.47,410.15,1488.34800445
410.15,408.1,410.3,408.1,1283.96758646
408.1,411.42,417.07,408.05,2125.85329866
411.43,401.07,411.86,401.0,2730.37354208
401.07,408.49,410.13,401.0,1528.35923946
408.49,406.73,408.5,405.9,610.66862161
406.72,403.06,407.36,400.73,1902.88588633
403.35,402.0,403.35,400.21,389.49126858
402.0,402.0,402.01,401.51,486.57140579
402.0,404.84,404.84,401.3,900.72070952
404.91,407.76,407.83,404.27,474.62926169
407.78,403.05,409.1,402.9,1694.6719417
403.05,399.63,403.05,397.98,1130.52433665
399.63,393.78,399.64,392.88,1486.61839968
393.2,394.55,395.74,392.23,1740.24955972
394.0,403.04,404.34,393.48,1683.63982617
403.04,401.44,405.14,400.04,995.99090779
401.38,401.14,401.38,400.0,606.32117718
401.15,400.0,402.09,400.0,885.72443793
400.0,399.16,400.0,397.7,266.46916328
399.17,399.76,399.76,399.17,91.50957023
399.35,404.98,404.98,399.35,171.14069029
404.98,402.94,405.36,402.94,190.1814521
403.6,403.32,404.0,402.43,1198.99171239
403.18,404.7,405.48,403.0,922.35972222
404.8,409.6,410.38,404.8,1313.9900128
409.63,406.68,411.16,406.31,596.92115996
406.7,407.24,408.19,405.04,680.40571553
406.84,408.94,410.55,404.31,1020.21904574
409.12,411.51,412.0,408.51,312.29155312
411.94,417.4,418.66,411.57,817.39817018
417.27,415.05,417.73,413.1,651.25448918
415.05,414.11,417.99,414.11,616.38608076
414.11,412.71,414.11,412.56,397.9764531
413.0,409.89,413.96,409.03,463.29011115
409.66,405.8,409.66,405.8,396.88216853
405.8,414.98,416.0,405.8,1255.8932015999999
414.99,414.7,415.0,412.14,1354.82628298
414.64,415.51,415.69,413.96,934.3347528999999
415.52,412.73,415.53,412.27,697.2494178999999
412.72,413.51,414.38,412.39,844.99256657
413.19,416.42,417.79,413.19,1137.02085665
416.42,415.95,417.58,415.13,706.62318796
416.01,417.5,417.59,415.65,941.5471553
417.5,418.9,418.99,417.5,1116.69682691
418.15,417.5,418.73,417.5,729.31860917
417.5,414.85,418.66,414.24,1938.67594946
414.83,413.89,415.99,413.89,788.66255614
413.9,412.07,413.9,410.03,397.39013979
412.05,412.49,416.0,411.55,586.26728834
413.04,411.31,413.71,411.31,221.0376725
411.31,417.91,418.99,410.4,1159.99196658
418.1,426.23,427.0,417.78,4280.49382926
426.23,423.18,429.0,420.06,2482.74662068
423.51,423.5,427.47,423.01,1678.20871622
423.21,421.29,423.34,421.01,386.79173664
421.28,424.66,424.66,421.01,796.83079562
424.02,425.22,425.52,423.47,480.61085348
425.22,423.03,425.79,421.01,1419.32151097
423.01,425.71,426.0,423.0,1235.50870152
425.71,427.25,428.36,425.71,1292.99545452
427.12,423.02,427.22,420.0,3211.79106753
423.12,427.12,427.12,421.01,726.12780173
426.55,427.2,428.03,423.61,1541.1343371
427.25,425.0,429.0,425.0,1656.78481558
424.17,423.34,424.17,422.45,647.06429202
423.34,423.8,423.91,423.34,373.53830023
423.91,425.6,428.02,423.8,1426.37932916
425.64,424.28,429.0,424.28,1458.23608595
424.28,423.0,424.28,422.95,743.39930958
422.96,422.13,423.0,422.0,368.58784481
422.13,422.01,422.75,422.01,426.99211726
422.01,421.04,422.02,421.0,424.19989534
421.04,421.94,421.94,421.0,343.49316560000005
421.87,421.7,422.35,421.44,973.04349824
421.44,421.78,422.32,421.44,362.29627784
421.78,420.57,421.79,420.51,518.72137354
420.54,415.01,420.59,415.0,2389.84544872
415.0,413.35,415.16,413.35,1166.28224027
413.61,416.15,416.64,411.44,1109.38463393
417.09,417.42,419.21,415.91,1168.503381
418.7,417.01,419.49,417.0,566.5743216
417.01,417.73,420.08,415.85,717.61006441
417.65,418.04,420.0,417.0,667.07087217
418.01,417.25,418.85,417.0,464.07827272
417.44,417.0,418.5,415.2,1102.19205662
417.0,415.2,417.0,415.0,588.56146056
416.18,412.26,416.28,412.26,1041.94377628
412.2,411.69,412.51,410.29,641.09461613
411.88,411.01,414.86,411.01,1008.29493664
410.84,410.59,412.0,410.0,944.38073479
410.66,414.59,414.81,410.66,417.46960177
414.32,412.24,414.32,410.98,806.22707527
412.23,409.48,413.49,408.81,1316.17877119
409.47,410.74,411.27,409.05,1198.3731539999999
410.2,412.16,413.0,410.2,405.05155459
412.91,413.71,414.07,411.48,602.96602559
413.98,414.01,415.6,413.98,1045.49881916
414.27,413.39,414.98,411.58,1576.61799565
413.3,412.28,414.62,412.28,1461.4731875
412.28,411.67,413.01,411.01,1031.91436104
411.06,411.84,412.17,411.05,675.84245375
411.85,414.75,415.0,411.85,607.06093816
414.95,415.02,415.21,414.11,1160.66483615
415.03,414.31,415.25,414.29,475.08514912
414.3,414.72,414.89,414.29,176.64447502
414.7,413.11,416.03,413.0,911.78461735
413.1,411.45,413.53,411.3,1028.44484625
411.29,413.0,413.02,411.12,481.36925699
413.0,410.7,413.07,410.48,574.49970502
410.7,408.39,410.8,408.38,521.94450768
408.39,405.93,408.4,405.1,1196.58034143
405.93,402.5,405.93,402.22,1540.58878136
402.5,408.0,408.0,402.1,1715.44218466
407.03,406.37,408.5,404.63,1586.95039981
406.37,403.66,406.38,402.58,783.35114248
403.5,404.13,405.2,402.11,1171.55476787
404.3,407.39,407.45,404.0,955.79542597
407.39,404.86,407.39,401.9,996.35331073
404.44,407.0,407.11,404.42,2143.29639573
407.0,402.6,407.01,401.89,3540.08181452
402.6,403.7,403.7,402.0,1081.54440703
403.7,408.05,408.43,403.5,830.53198245
408.43,411.38,411.55,406.5,1251.84319684
410.49,407.05,411.35,405.58,1004.63998567
407.09,409.1,409.51,407.05,613.09218616
409.49,410.34,410.8,409.13,884.77024169
410.59,410.51,411.2,410.11,811.46726714
410.45,409.59,410.45,408.01,1048.44486971
409.76,411.0,415.0,409.68,1653.55127851
411.0,408.44,413.53,405.92,1642.67189222
408.43,407.93,409.12,405.49,1348.35310852
407.06,405.06,407.73,404.0,1234.89939959
405.08,404.37,405.77,403.0,886.75492826
404.12,402.0,404.19,401.42,1218.59824422
402.08,402.38,403.2,400.34,1949.67321723
402.23,410.84,411.0,402.23,837.98470423
410.84,406.97,412.0,406.0,1494.83629036
407.03,405.38,407.66,404.43,729.81190858
405.78,407.28,409.26,405.47,990.92619546
407.15,402.32,407.23,402.32,1187.62302295
402.33,410.53,411.2,401.6,2677.27056326
410.53,407.55,412.61,407.51,2249.06899084
407.55,407.32,411.26,405.01,2560.07462576
407.25,414.01,414.53,403.27,2923.53249303
414.04,410.11,418.81,410.0,2205.49434868
410.11,419.0,427.79,410.0,4279.35019649
419.0,414.67,421.75,413.58,812.00876839
413.97,418.1,420.6,413.53,1619.00522172
418.18,421.0,421.55,418.14,798.86130184
421.0,414.01,421.01,414.01,942.75932117
414.64,415.0,419.54,414.64,620.25371782
415.01,415.53,415.53,414.0,377.50852214
415.74,415.56,418.0,414.12,554.74372248
415.46,413.28,418.01,413.0,713.1191467
413.06,413.1,414.5,412.3,550.63306192
413.12,414.04,414.37,412.3,425.58849869999995
414.04,412.42,414.37,411.6,669.48187223
412.46,414.14,415.96,411.64,680.99514462
414.14,411.93,414.14,411.49,529.73159837
412.0,412.27,413.25,411.51,869.82246892
412.26,414.97,415.0,411.6,833.32328132
414.97,412.67,414.98,412.12,501.37044313
412.76,412.04,414.14,411.4,549.24688715
412.05,410.0,412.31,410.0,632.8650282000001
410.0,413.99,414.99,408.0,1019.67477872
414.06,411.1,414.79,411.0,612.44516709
411.01,411.16,413.42,410.71,1108.89618915
410.78,411.86,411.99,409.0,756.38011639
411.86,407.96,415.71,404.0,1754.23948741
407.96,407.39,411.79,407.34,500.37754064
407.39,411.34,413.76,407.0,813.42547168
411.95,409.92,411.95,408.33,1251.40278084
409.98,415.0,417.0,409.96,1192.67789009
415.0,412.3,416.0,412.29,605.08630504
412.43,410.18,415.29,410.0,658.23091952
410.18,413.5,416.0,410.17,481.77534395
413.5,410.45,413.5,410.2,354.26783535
410.2,412.35,413.02,408.0,581.85911805
412.33,405.51,413.18,405.47,1166.71962179
405.51,406.58,409.58,405.01,888.52033867
406.58,411.04,411.46,405.67,563.38783555
411.42,411.96,413.2,410.25,643.18198093
411.97,409.06,411.97,407.47,415.72413632
408.74,410.69,412.0,408.3,462.58068403
410.69,408.17,410.69,407.4,302.71376337
408.13,408.87,408.98,406.49,591.34103094
408.87,406.93,411.0,406.93,462.50349998
406.98,406.01,409.0,406.0,700.49835776
406.58,409.03,409.55,406.0,325.60033376
409.09,409.31,412.27,408.73,719.97889488
409.29,406.48,409.31,406.47,703.5958261
406.47,406.64,408.59,405.36,860.91477888
406.67,407.5,408.13,406.57,548.39485428
407.51,405.3,407.61,405.11,459.97196358
405.12,406.12,406.72,405.0,664.75481202
406.15,407.23,409.1,405.65,667.75927596
407.23,408.17,408.58,404.63,983.12530058
408.19,409.12,409.31,407.93,665.37492322
408.49,409.2,409.31,407.77,1047.19843249
409.19,407.97,409.19,407.0,636.99779308
407.48,407.92,408.5,407.05,428.85473326
408.03,413.29,413.9,407.99,1846.17347732
413.77,413.0,414.0,411.0,956.72968239
413.01,418.4,418.43,412.67,3283.28479966
418.4,417.98,418.9,416.54,1317.08966496
418.84,416.54,419.0,416.27,933.44120263
417.29,418.47,419.0,416.68,1018.47296373
418.82,417.0,419.0,416.28,499.18733555
417.06,419.51,419.57,417.06,1086.3694072
419.46,420.35,421.0,416.68,1615.83896372
420.33,421.0,421.0,419.65,2067.97659293
420.76,418.87,422.0,418.0,1323.49375233
418.77,418.24,419.68,418.0,581.83281914
418.02,421.97,422.06,418.0,1537.07973803
421.19,420.53,423.0,419.2,1008.07557049
421.45,418.83,422.97,418.83,805.01288688
418.53,421.57,421.57,418.0,993.77528957
421.32,421.55,423.0,420.43,990.82234018
421.87,422.07,423.42,418.38,2020.72024251
422.08,424.98,425.1,422.08,2273.56750611
425.0,426.72,429.75,424.0,2799.89195581
426.9,428.28,429.99,426.35,594.13905968
428.28,427.55,428.99,425.71,730.01664332
427.54,429.47,430.0,427.54,1178.1804531
429.42,428.93,429.42,425.36,1471.44944963
428.99,428.93,429.2,425.58,696.63132585
428.82,427.51,429.18,425.21,473.2616948
427.57,429.97,431.0,427.38,3120.39716328
429.83,429.82,430.67,428.99,340.05529887
430.0,430.92,431.0,429.25,485.46060887
430.91,427.01,431.0,426.24,836.40004656
427.06,429.72,429.8,426.96,563.86315936
429.75,432.98,433.0,429.7,2646.05789938
432.98,433.5,433.5,432.55,2132.10135799
433.49,433.86,434.0,433.06,1820.62674098
433.71,434.88,434.89,430.38,3880.06388811
434.88,435.6,435.6,434.56,2713.34032188
435.58,435.9,436.0,434.93,4016.3503517
435.92,438.0,438.0,435.9,6379.27447304
437.94,437.28,438.57,437.0,3703.67125441
438.0,441.25,441.25,437.28,4383.05547841
441.24,443.61,444.11,437.21,2888.16645122
443.62,441.87,447.0,440.4,3560.28283944
441.6,440.05,444.0,436.13,3223.63939482
440.05,438.01,443.48,438.0,1463.27369743
438.1,437.98,438.41,435.0,2384.25127336
437.96,433.31,439.48,430.84,2068.4646327
433.31,437.79,439.54,433.31,1048.47889188
437.81,434.72,438.09,433.85,851.55349186
434.71,434.91,435.55,431.0,1097.3187503
434.9,435.09,438.9,434.9,777.11961898
435.5,436.8,439.0,435.48,692.04759787
437.0,436.3,439.0,435.01,1668.31638237
436.15,435.99,436.98,431.97,744.58461673
436.53,436.0,437.0,434.6,1053.03854398
436.0,438.89,439.0,435.68,637.82073572
438.95,441.4,441.4,436.68,1116.34676229
440.97,436.7,441.4,435.91,1174.84744591
436.7,433.02,436.9,432.12,841.67041952
432.87,431.1,435.72,431.1,957.94623856
431.1,436.7,436.7,428.01,1310.34285341
436.72,434.43,440.03,434.01,1432.76422008
435.09,437.12,437.13,432.43,679.7464252
436.89,436.95,439.8,436.53,582.63860893
436.98,436.95,438.84,436.04,453.49262149
436.95,440.01,441.0,436.64,488.13760285
439.61,440.03,442.89,438.13,1383.12559519
440.01,442.98,444.0,439.43,1457.83611092
442.82,444.13,444.22,441.87,847.17191942
444.1,446.4,447.0,442.76,906.14419317
446.4,442.0,446.47,442.0,488.46734762
442.0,441.03,444.11,441.0,649.93931399
441.01,442.66,442.72,440.39,240.00139417
442.65,440.88,445.14,440.51,485.69570269999997
440.72,438.27,440.72,437.51,690.60806145
438.77,438.71,440.48,437.82,632.05014871
438.7,441.96,442.0,437.91,859.20087969
441.96,436.8,442.0,436.64,1043.56255324
437.23,435.0,438.49,435.0,1235.98257103
435.0,430.13,435.0,429.24,1748.05994971
430.13,425.2,430.13,425.2,2372.84406982
425.2,427.82,427.82,424.0,1736.22189983
428.0,429.26,429.9,426.0,553.04215031
429.25,425.91,429.59,425.0,628.31738539
426.26,427.0,427.45,425.08,554.77018672
426.85,426.6,427.16,425.61,306.8616367
